""|"label"|"predicted"|"60"
"246"|"statement"|"statement"|"However, considering that this IS Marina Bay Sands where you pay $10 for chicken rice and $27 for a Margherita pizza."
"247"|"question"|"statement"|"Recommend where to go for nasi biryani"
"248"|"statement"|"statement"|"Sabio, located in the increasingly hip Duxton area, is a bar I go to when I want a cheap pint of beer when I'm hanging out in the area."
"249"|"statement"|"statement"|"But what a treat the meat was tender and flavorful and came with three dipping sauces."
"250"|"statement"|"statement"|"The service we received however, is what made me dock a star."
"251"|"statement"|"statement"|"We stumbled upon Nana's and it was just what the doctor ordered."
"252"|"statement"|"statement"|"Every Wednesday night after my meeting down the road, I head over to Spizza where they have my corner table waiting for me and my laptop."
"253"|"statement"|"statement"|"a plastic bag is not counted as take-away "
"254"|"statement"|"statement"|"This is probably why there were two mackerel dishes."
"255"|"statement"|"statement"|"Would be great if Vatos increased the tortilla sizes to help customers feel like they were getting what they paid for   Overall great food in a casual fun ambiance."
"256"|"statement"|"statement"|"I don't care that there are other late night options in Singapore, such as Geylang and what have you."
"257"|"statement"|"statement"|"I prefer it over Mex Out in China Square and need to check out Muchachos again to see where they stand in the mix."
"258"|"statement"|"statement"|"And sure enough, that's what we got, but it was completely awesome - the leeks were grilled perfectly and sweet and tender, while the hazelnuts provided an excellent counter, and all swimming in a rich yummy bath of brown butter."
"259"|"statement"|"statement"|"It would be a pity not to try the deep-fried scallops (2 for $12), especially when they are at their freshest and best condition this time of the year."
"260"|"statement"|"statement"|"Thankfully, I happen to be part of the vacation-ing class of Singaporeans who have nothing better to do on a Monday at lunchtime than to indulge in some authentic ma la hot pot."
"261"|"statement"|"statement"|"I'm a huge huge fan of KL kin kin chili pan mee (used to love the one at mcpherson but it sucks now), and so when I saw that there was another one in another area I decided to check it out."
"262"|"statement"|"statement"|"Great service, good food and when it comes to the bill, no additional service charge or GST."
"263"|"statement"|"statement"|"I still haven't figured out why the ladies' bento sets were larger than most other sets."
"264"|"statement"|"statement"|"Though I'm someone who enjoys the freshness of consuming cod fish, the style of its preparation was not to my liking  Amazing ending to the meal with a good dessert that kind of act as a palate cleanser to the seafood dish earlier on."
"265"|"statement"|"statement"|"But me, I like to see a preview of what I'm ordering."
"266"|"statement"|"statement"|"Even when dipped in the chutney, still not satisfying."
"267"|"statement"|"statement"|"For those who don't know me, I'm not the biggest Indian Cuisine fan in the world."
"268"|"statement"|"statement"|"Sashimi lovers know that the fish is good when it literally melts in your mouth."
"269"|"statement"|"statement"|"The $100 bill is worth trying out a Michelin-3 star's cousin after all.Thanks to the Alsatian born chef; Stephane Istel who manned the stove at the MBS outlet, I had a memorable bistronomic affair altogether."
"270"|"statement"|"statement"|"Overall the ramen were much better than what I had during my last visit."
"271"|"statement"|"statement"|"No one knew but Nik T. knew well and immediately let the manager know about it - who switched it over quickly."
"272"|"statement"|"statement"|"Mixed with fish paste, prawn and what I thought was bamboo shoots, the otah here is delightful."
"273"|"statement"|"statement"|"Excellent service, friendly staff who were helpful with their recommendations."
"274"|"statement"|"statement"|"The rosti was soggy rather than crispy, and came with a measly dollop of sour cream (though they gave us more when we asked for it)."
"275"|"statement"|"statement"|"The wait staff was polite and obliging to give me a table near the corner of the restaurant when I turned down his offer on the small table next to the entrance, neither a bar counter seat is welcoming, I told myself."
"276"|"statement"|"statement"|"Singaporeans who are used to the buffet scene here might be disappointed that some of the popular buffet elements have been opted out of here - no seafood or sushi for starters and no towering chocolate fountain."
"277"|"statement"|"statement"|"For the casual dinner who has the sudden craving for pancakes and are lazy to make their own, or if you're past McD's breakfast timings, then you're in luck."
"278"|"statement"|"statement"|"Just unfortunate those who had the sandwiches, burgers or breakfast selection did not enjoyed it."
"279"|"statement"|"statement"|"Unlike some of the other hainanese curry joints, who fry their pork chops to death, Loo's pork chops are really good!"
"280"|"statement"|"statement"|"And that's how I discovered Poulet when I was there one day."
"281"|"statement"|"statement"|"One of the rare times when I would say yes to having Jap food."
"282"|"statement"|"statement"|"I think they took what is already a borderline mediocre chain restaurant in the US and made the portions smaller and the prices higher."
"283"|"statement"|"statement"|"Wild Honey in Mandarin Gallery is one of these places that seems to be extremely popular with a lot of people and when I finally visit I can just not really get what all the fuss is about."
"284"|"statement"|"statement"|"There is ALOT of vegetables, not unlike what you get from bario at ramen challenge, bugis."
"285"|"statement"|"statement"|"I feel like it's a tad expensive for what they offer because I don't find anything unique about the place for that pricing."
